cat_id,name,breed,age_years,weight_kg,color,gender,vaccinated,neutered,microchipped,owner_city,diet_type,health_status,last_vet_visit,metric_15,category_16,value_17,metric_18,category_19,value_20,metric_21,category_22,value_23,metric_24,category_25,value_26,metric_27,category_28,value_29,metric_30,category_31,value_32,metric_33,category_34,value_35,metric_36,category_37,value_38,metric_39,category_40,value_41,metric_42,category_43,value_44,metric_45,category_46,value_47,metric_48,category_49
2523,Tiger,ABYSSINIAN,9,4.8,White,,N,Yes,Yes,Berlin,Dry,,05/01/2024,65.89, ,99.0,6.86,b,70.0,85.12,b,90.0,54.39,b,13.0,22.75,Unknown,61.0,63.59,D,34.0,38.62,b,,-6.51, ,49.0,N/A,C,91.0,34.04,a,4.0,28.2,C,75.0,33.81,a
2524,Luna,,1,5.2,Brown,Male,yes,No,Yes, london,Mixed,healthy,,32.93,b,87.0,42.61,A,70.0,49.86,Unknown,35.0,53.12,D,93.0,41.85,B,72.0,76.1,a,81.0,108.58,Unknown,17.0,90.9,C,2.0,55.92,b,9.0,51.41,C,78.0,46.61,a,37.0,44.96,C
2525,Leo,Persian ,22,5.07,Mixed,Female,no,YES,Yes,London,dry,,2024-01-05,36.24,Unknown,90.0,64.85,B,82.0,51.47,D,56.0,22.11,Unknown,14.0,81.61,a,66.0,40.65,b,16.0,55.16, ,24.0,45.04,Unknown,82.0,25.11,D,66.0,69.98,a,62.0,54.1,D,30.0,65.23,Unknown
2526,Chloe,SIAMESE,23,3.49,White,male,Y,NO,,,dry,Healthy,2024/01/05,83.33,C,65.0,14.36,B,23.0,56.46,C,90.0,57.34,B,53.0,90.81,D,51.0,60.58,B,40.0,33.46,A,7.0,56.3,C,48.0,51.86,B,,33.33,a,77.0,37.78,A,57.0,65.27,C
2527,Tiger, Persian,10,4.48,Orange,,Yes,YES,Yes,Paris,,healthy,05/01/2024,27.12, ,88.0,61.27,Unknown,1.0,51.25,C,,49.02,D,72.0,61.13, ,14.0,58.28,b,94.0,61.97,C,30.0,59.26,B,9.0,48.96,b,2.0,70.81,b,50.0,55.26,B,32.0,19.11,b
2528,Kitty,Maine Coon,0,4.07,White,Unknown,N,NO,,Sydney,,Checkup Needed,Jan 5 2024,36.07,a,,5.03,A,32.0,14.53,A,30.0,79.71,A,83.0,54.64,b,,2.09, ,,74.02,D,96.0,66.78,b,53.0,53.69,D,92.0,37.57,C,96.0,9.6,C,44.0,46.23, 
2529,Shadow,Maine Coon,-2,6.5,White,M,Y,No,, london,,SICK,2024/01/05,38.44,D,68.0,49.87,B,81.0,31.24,A,70.0,44.94,Unknown,91.0,28.32,D,10.0,63.21,D,32.0,57.44,A,31.0,17.04, ,43.0,35.32,D,84.0,45.26,Unknown,65.0,47.38,Unknown,,48.28, 
2530,Bella,ABYSSINIAN,2,4.84,Brown,female,No,YES,,Toronto,wet,Healthy,,25.19,D,61.0,64.4,a,70.0,64.38,D,41.0,38.91,b,32.0,14.42,B,45.0,38.26,Unknown,60.0,46.45,a,7.0,44.94,Unknown,72.0,39.53,B,70.0,unknown,b,49.0,37.33,a,14.0,25.87,D
2531,Lucy,,22,4.28,Brown,Unknown,no,No,No, london,dry,Sick,05/01/2024,45.08,D,13.0,43.48,B,87.0,38.71,C,29.0,51.45,b,15.0,114.58,B,27.0,50.39, ,80.0,56.2,B,35.0,35.23,C,21.0,67.37,a,40.0,54.21,a,90.0,54.4,b,48.0,58.79, 
2532,Milo,ragdoll,8,4.48,Orange,M,yes,Yes,Yes,Paris,Wet,Healthy,2024/01/05,80.55,D,,79.68,b,38.0,64.95, ,8.0,47.49,C,48.0,83.89,a,37.0,75.34,C,8.0,56.18,b,65.0,69.04,a,91.0,63.66,b,79.0,55.78,D,56.0,62.83,b,61.0,52.76,Unknown
2533,Simba,,1,5.56,Mixed,male,yes,No,No,Sydney,Wet,Checkup Needed,,68.81,C,42.0,71.0,D,,38.24,B,,47.97,B,91.0,N/A,D,25.0,7.27, ,63.0,51.87,b,0.0,68.03,a,64.0,error,Unknown,78.0,35.66,C,10.0,62.09,b,41.0,29.0,a
2534,Tiger,Unknown,9,3.46,Mixed,Female,Yes,Yes,,,Dry,,Jan 5 2024,66.04,B,16.0,52.64,a,47.0,58.1,A,83.0,44.6,D,21.0,24.18,D,84.0,53.57, ,36.0,error,Unknown,3.0,25.73,B,46.0,66.44,Unknown,86.0,20.86,Unknown,74.0,38.41,b,20.0,26.46,B
2535,Lucy,BRITISH SHORTHAIR,7,4.7,Gray,Female,No,,Unknown,Paris,,Checkup Needed,2024-01-05,62.33,B,93.0,84.57,C,35.0,56.75,A,46.0,17.27,Unknown,90.0,12.22,A,,40.28,a,65.0,39.58,Unknown,75.0,47.93,D,97.0,64.16,Unknown,0.0,77.56,C,8.0,62.85,A,60.0,40.01,b
2536,Leo,Sphynx,21,0.71,,,Yes,No,Unknown,TOKYO,Dry,SICK,,31.14,b,34.0,43.39,b,0.0,59.02,b,46.0,57.7, ,22.0,79.42,C,29.0,56.27,Unknown,13.0,44.26,Unknown,75.0,82.94,b,18.0,71.21,C,60.0,40.01,D,68.0,12.72,Unknown,87.0,47.88,b
2537,Loki, Siamese,3,6.77,Brown,Male,Yes,YES,Unknown,Tokyo,,Sick,,28.91,B,18.0,40.97,A,,22.19,Unknown,41.0,23.8,A,29.0,59.23,Unknown,66.0,87.71,a,16.0,55.84, ,3.0,45.8,D,,44.43,D,7.0,40.78,b,96.0,68.41,C,93.0,28.7,D
2538,Lucy,Unknown,-1,3.87,,M,yes,NO,No,Tokyo,Dry,Checkup Needed,Jan 5 2024,45.53,D,,77.23,a,90.0,74.08,b,78.0,47.92,a,,113.79,a,77.0,90.25,A,31.0,47.41,A,52.0,53.64, ,18.0,70.25,A,18.0,67.68,D,42.0,53.73,Unknown,61.0,52.12,A
2539,Simba,british shorthair,1,3.53,Gray,male,No,No,,Paris,Mixed,Checkup Needed,05/01/2024,21.36,C,0.0,89.71,D,32.0,34.71,a,82.0,19.46,C,15.0,19.43,a,65.0,13.79,B,19.0,57.81,a,89.0,28.97,Unknown,74.0,72.95,C,36.0,55.0,A,,55.45,Unknown,6.0,32.76,D
2540,Smokey,Unknown,8,3.71,black ,male,N,No,No,,Mixed,Healthy,05/01/2024,40.47,A,,28.51,A,0.0,42.7,Unknown,71.0,48.69,D,99.0,40.92,b,53.0,16.75,A,,68.32,A,98.0,17.73,C,15.0,48.35,B,75.0,55.03,B,30.0,47.38,B,88.0,84.85, 
2541,Oreo,Scottish Fold,14,4.58,Black,Unknown,,Yes,Unknown,Tokyo,,Healthy,05/01/2024,22.31,B,32.0,67.45, ,9.0,10.14,b,63.0,34.28,a,5.0,85.47,B,84.0,58.09,a,9.0,87.31,Unknown,10.0,39.13,A,55.0,21.97,C,93.0,-2.43,b,58.0,44.09,D,7.0,56.72,b
2542,Oreo,,18,4.76,black ,male,yes,YES,No,New York,Dry,Checkup Needed,2024/01/05,13.89,Unknown,89.0,42.56, ,21.0,unknown,a,15.0,55.14,a,63.0,29.87,A,81.0,62.64,A,27.0,N/A,Unknown,,, ,35.0,34.47,D,40.0,59.48,Unknown,36.0,35.76,D,23.0,86.96,b
2543,Luna,persian,-1,5.74,,female,yes,No,No,Berlin,wet,Sick,2024-01-05,26.11,b,17.0,28.61,a,18.0,64.82,C,70.0,31.23,B,71.0,29.63,B,32.0,19.83,B,48.0,54.8,Unknown,88.0,40.98, ,35.0,72.38,Unknown,1.0,29.64,C,76.0,45.62,C,,74.71,b
2544,Leo,Persian,1,5.02, WHITE,Female,Yes,Yes,Unknown,Tokyo,wet,,2024/01/05,75.61,Unknown,36.0,82.11,A,68.0,67.56,A,97.0,79.56,A,53.0,34.07,A,68.0,56.8,b,42.0,32.68,b,1.0,90.15, ,75.0,40.91,C,54.0,37.79,A,3.0,51.85,A,44.0,12.24,A
2545,Bella,,11,3.95,,Unknown,yes,YES,Unknown,Paris,Wet,Healthy,Jan 5 2024,61.57,A,53.0,33.32, ,1.0,64.7, ,29.0,24.23,A,62.0,36.05,C,90.0,20.51, ,46.0,77.58, ,30.0,54.58,Unknown,85.0,97.95,D,5.0,40.86,a,60.0,51.0, ,29.0,24.69,B
2546,Kitty,Unknown,2,7.13,Black,male,Yes,Yes,Unknown,New York,dry,Checkup Needed,,36.72,A,15.0,74.22,A,6.0,16.63,Unknown,53.0,41.33,C,46.0,13.54,B,20.0,26.18,Unknown,11.0,83.96,B,75.0,72.64,C,24.0,61.16, ,11.0,70.84,Unknown,,17.32,B,80.0,40.67,b
2547,Lucy,,6,4.39,Mixed,female,,YES,Unknown,Berlin,Wet,Healthy,2024-01-05,19.76,B,17.0,49.44,B,81.0,43.27,C,1.0,49.69,C,17.0,36.12,a,62.0,87.08,b,26.0,23.21,Unknown,37.0,27.04,Unknown,14.0,66.33, ,83.0,44.58, ,51.0,68.37,A,56.0,48.91,C
2548,Lucy, Bengal,22,5.51,black ,male,Yes,NO,No,Sydney,dry,healthy,2024/01/05,58.01,B,74.0,50.03,a,38.0,28.73,D,98.0,59.06,a,62.0,27.72, ,99.0,79.23,Unknown,73.0,82.66,C,86.0,56.03,b,76.0,34.06,a,35.0,41.17, ,35.0,27.11,D,20.0,64.52,Unknown
2549,Kitty,SPHYNX,23,4.47,Black,,Yes,YES,,Tokyo,dry,Checkup Needed,Jan 5 2024,58.72,B,97.0,77.05,D,56.0,110.12, ,20.0,41.34,D,25.0,8.5,C,28.0,32.24,A,8.0,,Unknown,54.0,41.8,b,22.0,24.61,D,28.0,31.67,A,22.0,51.9,B,85.0,28.78,B
2550,Simba,Unknown,23,4.15,black ,F,Yes,YES,Yes,,Mixed,Sick,,70.0, ,,72.34,a,25.0,42.52, ,45.0,error, ,60.0,36.54,b,96.0,54.89,Unknown,49.0,48.24,D,3.0,33.35,C,61.0,80.1, ,63.0,84.46,A,78.0,53.07,B,94.0,44.22,B
2551,Loki,ABYSSINIAN,3,3.91,Orange,Female,No,No,No,Paris,Mixed,Sick,,70.73,b,17.0,30.65,b,55.0,33.39,B,93.0,63.83, ,33.0,47.18,Unknown,86.0,40.56,B,24.0,72.88,Unknown,,22.49,Unknown,16.0,53.62, ,37.0,78.17,A,15.0,101.97,C,7.0,42.74,C
2552,Lucy,Scottish Fold ,8,4.37, WHITE,Male,no,No,,Paris,Wet,Healthy,2024-01-05,54.12,a,77.0,61.48,Unknown,52.0,73.18,A,81.0,83.96,b,62.0,,C,62.0,20.72,Unknown,82.0,32.95,a,45.0,51.68,B,41.0,44.63,B,59.0,51.26,D,30.0,26.03,Unknown,,36.6, 
2553,Simba,,-2,3.44,Orange,Unknown,Y,NO,,Sydney,,Checkup Needed,Jan 5 2024,50.2,a,95.0,53.93, ,59.0,29.0,C,51.0,105.98, ,65.0,57.96,b,,31.72,a,14.0,44.42,D,50.0,82.49,B,91.0,43.0,a,61.0,71.3,B,,64.65,A,90.0,58.03,a
2554,Oliver,persian,1,6.1,Gray,Male,Y,NO,Yes,Berlin,Mixed,,05/01/2024,45.1,B,64.0,64.1,Unknown,,49.7,b,,11.3,A,91.0,41.63,A,99.0,40.84, ,78.0,74.55,A,52.0,,Unknown,55.0,41.95,b,36.0,23.77,C,18.0,40.63,C,91.0,N/A,Unknown
2555,Luna,Unknown,19,2.74,Mixed,Unknown,yes,Yes,Unknown,London,wet,SICK,2024-01-05,61.55,a,3.0,44.27,a,69.0,72.09,b,24.0,54.88,a,45.0,63.15, ,13.0,81.49,C,32.0,76.25, ,21.0,57.67,a,27.0,74.74,C,69.0,35.92,Unknown,83.0,-0.11,Unknown,37.0,45.09,b
2556,Milo,bengal,6,7.09,black ,M,no,No,Yes,Berlin,Dry,healthy,,9.14,D,79.0,35.4,B,76.0,67.83,C,16.0,30.35, ,,74.07,D,27.0,31.63,D,41.0,72.81,C,88.0,46.1,C,51.0,91.1,a,,19.07,a,93.0,46.57,D,82.0,65.24,a
2557,Kitty,siamese,11,2.04,,M,Y,,Unknown,Toronto,Mixed,healthy,2024-01-05,36.4,Unknown,79.0,67.41,b,64.0,70.08,a,79.0,38.14,D,33.0,65.82,C,59.0,36.22,Unknown,8.0,69.5,a,79.0,40.13,B,0.0,21.01,C,,38.23, ,2.0,16.5,B,4.0,64.61,D
2558,Bella,Siamese,-2,3.86,,F,no,YES,Yes,Tokyo,wet,Sick,,73.7,C,9.0,75.6,b,84.0,64.1,b,10.0,75.71,C,,59.01, ,48.0,36.24, ,71.0,48.85,C,29.0,N/A,a,74.0,53.37, ,90.0,52.11, ,27.0,18.26,B,,65.08, 
2559,Shadow,Abyssinian,8,4.22, WHITE,Female,Yes,YES,,Paris,Dry,healthy,Jan 5 2024,66.35,A,91.0,43.36, ,31.0,67.64,a,77.0,53.89,A,34.0,46.62,B,44.0,39.9, ,38.0,83.73, ,91.0,60.45,D,4.0,59.74,A,37.0,37.12, ,4.0,88.73,Unknown,41.0,59.09,Unknown
2560,Loki, British Shorthair,3,6.69,black ,female,No,NO,Unknown,Tokyo,Dry,Checkup Needed,Jan 5 2024,66.57,D,8.0,55.36,A,,54.39,D,11.0,57.41,A,30.0,37.52,B,38.0,38.67, ,9.0,30.76,a,47.0,53.41,C,95.0,66.63,D,65.0,58.19, ,96.0,47.74,a,61.0,56.7,A
2561,Tiger, Scottish Fold,19,-1.02,Mixed,F,No,No,,New York,Mixed,SICK,,56.54,Unknown,5.0,56.83,B,,24.79, ,84.0,59.23,Unknown,48.0,53.21,C,44.0,34.84,C,,39.14, ,43.0,91.88,b,97.0,63.45,a,86.0,97.11,A,,36.64,B,62.0,53.58,a
2562,Nala,Unknown,6,3.29,Brown,Female,yes,No,,Tokyo,Wet,Healthy,2024/01/05,50.66,D,9.0,56.52,b,6.0,15.55,Unknown,62.0,61.12,D,14.0,73.2, ,66.0,46.57,Unknown,,25.78,A,27.0,61.27,Unknown,,39.0,C,5.0,-2.02,Unknown,70.0,34.93,B,33.0,56.83,B
2563,Simba,Unknown,11,6.37,White,F,Yes,No,No,Berlin,Wet,SICK,2024/01/05,69.26,C,69.0,49.99,b,52.0,100.33,D,29.0,64.98,a,,38.27,B,73.0,68.73,b,1.0,20.28,C,90.0,3.78,A,91.0,55.84, ,,38.65,A,18.0,92.1,a,62.0,24.55,A
2564,Nala,Unknown,0,2.37,Orange,Male,Y,Yes,Unknown,Toronto,,Healthy,2024-01-05,34.36,C,65.0,59.96, ,52.0,66.02,a,,10.78,D,26.0,78.35,a,61.0,61.76,A,0.0,70.99,a,,30.69,C,32.0,48.45,B,53.0,34.42,A,54.0,77.31,C,42.0,25.25,Unknown
2565,Kitty,abyssinian,-2,6.7,,female,no,NO,No,Paris,dry,Healthy,2024-01-05,12.45,A,6.0,4.37,B,51.0,45.7,C,31.0,33.07,a,67.0,65.72,b,78.0,78.13,b,63.0,52.31,a,88.0,72.34,a,39.0,56.77,b,12.0,48.93,b,88.0,54.89,D,12.0,31.84,Unknown
2566,Milo,Maine Coon ,21,3.63,Orange,Unknown,N,No,Yes, london,Dry,Checkup Needed,,47.21,A,7.0,47.78,b,28.0,47.4,B,74.0,19.42,a,73.0,30.27, ,5.0,37.22,C,23.0,31.37, ,91.0,66.62,C,52.0,39.26,a,39.0,28.81, ,87.0,38.82,A,,68.02, 
2567,Loki,Sphynx ,23,4.46,White,Female,,YES,,Berlin,dry,Checkup Needed,Jan 5 2024,69.11,A,17.0,44.84,b,36.0,52.65,a,3.0,44.63, ,77.0,77.22,b,92.0,25.57, ,95.0,61.05,Unknown,62.0,56.57,B,21.0,86.16,Unknown,29.0,-17.91,B,20.0,51.19,C,50.0,52.65,a
2568,Chloe,Unknown,10,6.1,Brown,Female,N,Yes,No,Paris,,Sick,,36.35,D,73.0,56.4,b,59.0,35.28, ,63.0,42.11,Unknown,74.0,53.33, ,90.0,42.88,C,36.0,36.7,A,29.0,66.38,b,57.0,18.93,A,46.0,64.58,b,3.0,34.67,b,79.0,16.59,D
2569,Nala,British Shorthair ,5,2.53,Mixed,Female,Y,YES,Unknown,New York,Wet,,,40.84,B,57.0,45.97,Unknown,89.0,48.58, ,19.0,44.23,b,13.0,65.25, ,87.0,91.15,A,0.0,47.43, ,32.0,38.3, ,20.0,44.8, ,81.0,40.42, ,,43.62,C,9.0,82.31, 
2570,Bella,,14,5.97,Mixed,M,N,,No,Berlin,dry,SICK,,49.32,a,,46.22,D,46.0,36.76,a,28.0,85.38,C,56.0,59.56,B,82.0,36.91,Unknown,87.0,53.52,b,9.0,82.69,Unknown,15.0,59.94,D,36.0,48.95,b,52.0,41.54,b,59.0,67.59, 
2571,Milo, Persian,13,6.7,black ,Male,,,Unknown,Paris,Wet,Checkup Needed,2024-01-05,53.59,A,39.0,64.62,Unknown,6.0,34.19,a,21.0,25.35,B,36.0,40.04,a,74.0,62.18,C,14.0,74.07,C,95.0,68.99, ,84.0,38.02,a,32.0,58.75,D,46.0,74.94,Unknown,60.0,55.95,B
2572,Kitty, Bengal,17,6.54, WHITE,Unknown,Y,Yes,No, london,Wet,,Jan 5 2024,15.26,A,78.0,41.53,b,3.0,50.7,Unknown,95.0,39.59,B,93.0,31.59,C,38.0,42.85,B,71.0,73.85, ,13.0,10.8,C,26.0,53.89,B,70.0,29.67, ,18.0,0.75,B,64.0,56.57,Unknown
2573,Chloe,Sphynx ,15,2.64,Gray,Male,Y,,No,Sydney,Dry,,2024/01/05,68.22,Unknown,24.0,47.49,C,70.0,60.43, ,26.0,41.41,A,24.0,37.96,b,,73.08,A,26.0,72.04,C,50.0,47.23,C,52.0,55.89,B,9.0,49.44,C,94.0,56.83,A,74.0,51.99,a
2574,Oliver,Unknown,-2,4.57,Brown,Unknown,yes,Yes,No,Tokyo,Dry,Sick,2024/01/05,61.24,D,,66.01,a,7.0,56.54,Unknown,21.0,5.63,A,3.0,39.95,C,90.0,45.21,A,92.0,42.17,B,50.0,43.96, ,4.0,76.97,b,30.0,64.38,b,11.0,34.39,b,,66.19,A
2575,Chloe,,22,3.11,Gray,Unknown,N,,,New York,Wet,Checkup Needed,05/01/2024,70.64,A,51.0,30.68,Unknown,,61.27,a,22.0,47.76, ,94.0,55.3,C,78.0,16.31, ,72.0,17.17, ,95.0,80.24,A,93.0,12.19,Unknown,22.0,74.96,C,55.0,86.55,a,27.0,73.59, 
2576,Oreo,Ragdoll ,-2,6.24, WHITE,Female,yes,YES,Unknown,Sydney,dry,SICK,,56.93,a,60.0,33.04,C,,68.24,D,51.0,52.59,a,39.0,85.59,D,42.0,57.47,C,88.0,41.99, ,75.0,47.57,A,11.0,3.15,a,28.0,33.19,Unknown,63.0,37.09,C,,39.5,b
2577,Tiger,Unknown,9,6.08,Mixed,F,No,,Yes,Berlin,wet,healthy,05/01/2024,41.63, ,85.0,52.9,D,27.0,68.02, ,72.0,75.31,Unknown,69.0,36.4,B,24.0,77.14, ,91.0,33.51, ,82.0,62.51,C,92.0,24.62,C,25.0,29.92,Unknown,85.0,28.85,B,1.0,54.74,B
2578,Lucy,ABYSSINIAN,8,4.0,Black,female,Yes,YES,Yes,London,wet,Sick,2024-01-05,30.56,A,46.0,25.36,b,71.0,34.11,C,0.0,73.7,A,,27.0,Unknown,23.0,57.72,b,65.0,39.3,a,39.0,30.2,B,31.0,50.69,b,48.0,92.67,a,44.0,64.48,D,81.0,64.63,a
2579,Oreo, Scottish Fold,4,3.65,Orange,,No,NO,,TOKYO,Mixed,Healthy,2024/01/05,60.59,A,23.0,35.69,D,,31.23,B,39.0,27.93,B,54.0,93.1,b,,74.58,Unknown,3.0,44.38,B,74.0,47.44,a,,54.97,Unknown,30.0,64.34,B,23.0,6.99,C,6.0,16.69, 
2580,Simba,Siamese ,16,4.87,Brown,male,Y,Yes,Yes,TOKYO,dry,healthy,2024-01-05,50.52, ,8.0,31.32,A,59.0,36.61,A,56.0,44.14,A,68.0,75.31,Unknown,18.0,57.72, ,68.0,51.05,b,44.0,102.33,Unknown,28.0,69.49,D,9.0,3.33,Unknown,43.0,29.48, ,,53.01,Unknown
2581,Chloe,SPHYNX,-1,3.25,Orange,Male,no,NO,Unknown,Sydney,Dry,SICK,Jan 5 2024,51.4,A,29.0,62.7,B,26.0,25.47,D,46.0,69.37,B,97.0,13.73,Unknown,98.0,30.55, ,59.0,45.95,Unknown,20.0,62.14,a,64.0,61.92, ,51.0,22.8,C,78.0,58.71,D,16.0,50.24,a
2582,Oreo,Unknown,17,4.7,Brown,Female,Y,No,Unknown, london,Wet,Checkup Needed,,39.89,D,4.0,57.0, ,97.0,43.73,B,31.0,12.76,C,45.0,67.58,a,31.0,45.08, ,37.0,20.52, ,59.0,35.31,D,49.0,56.62,B,27.0,36.01,B,68.0,65.37, ,47.0,60.02,a
2583,Chloe,,18,2.72,black ,female,no,,No,TOKYO,,Sick,2024/01/05,23.81,Unknown,,64.06,A,53.0,27.29, ,1.0,30.48,C,24.0,46.47,D,,42.48,a,52.0,75.62,B,35.0,42.03,a,19.0,39.62, ,21.0,50.05,C,,6.27,D,5.0,101.84,b
2584,Bella,Unknown,3,6.96,Mixed,male,Y,,,Paris,Wet,SICK,05/01/2024,13.2,D,23.0,40.94,Unknown,21.0,46.64,C,41.0,47.87,C,62.0,70.35,A,41.0,-10.5,b,12.0,57.45,Unknown,30.0,73.3,a,23.0,32.16, ,93.0,40.18,Unknown,45.0,68.06,a,,98.85,B
2585,Simba,,15,5.34,Gray,M,no,Yes,Unknown,,dry,,2024-01-05,54.22,D,92.0,58.67, ,90.0,29.75,a,37.0,46.43,C,20.0,42.05,Unknown,2.0,62.72,B,80.0,30.06,b,14.0,43.68,D,41.0,73.22,A,23.0,50.52,b,32.0,29.59,Unknown,,47.3,b
2586,Shadow,,20,5.43,Orange,,no,YES,,Tokyo,Mixed,healthy,2024-01-05,75.9,A,36.0,52.26,a,78.0,22.22,C,8.0,18.46,a,99.0,40.25,A,28.0,58.5,B,97.0,43.8,b,13.0,17.3,B,22.0,39.91,Unknown,94.0,59.26,D,88.0,53.9,D,94.0,65.71,C
2587,Smokey,,8,3.84,White,female,Yes,Yes,No,Sydney,wet,SICK,05/01/2024,,a,99.0,40.91, ,32.0,25.76,B,10.0,36.5, ,,76.52,a,87.0,38.33,b,15.0,47.63,B,,62.13,B,74.0,76.85, ,38.0,22.22,Unknown,20.0,66.83,D,86.0,37.44,a
2588,Kitty,Siamese ,10,3.82,Mixed,male,No,NO,Yes,London,,,,32.8,C,,56.11, ,94.0,60.29,Unknown,7.0,88.02,a,,100.6, ,81.0,44.36,A,75.0,69.72,A,69.0,50.22,A,73.0,80.26,D,,-10.45,b,49.0,70.04,Unknown,85.0,56.74,Unknown
2589,Kitty,Bengal ,7,1.99,Mixed,Unknown,No,YES,No,,dry,Sick,2024/01/05,42.43,D,,64.38,a,,62.24,A,72.0,8.07,D,40.0,57.16,b,97.0,50.81, ,59.0,70.02,a,29.0,71.88,C,0.0,36.44,B,77.0,76.45, ,44.0,16.58,b,63.0,48.73,C
2590,Leo,Persian,15,6.0,Black,,No,Yes,Unknown, london,dry,SICK,05/01/2024,40.3,D,74.0,53.51, ,64.0,77.3,A,68.0,27.17,D,,62.3,C,97.0,14.53, ,25.0,56.26,a,68.0,81.75,Unknown,79.0,15.88,b,97.0,84.14,a,83.0,51.37,a,45.0,76.69, 
2591,Shadow,PERSIAN,1,4.41,Brown,Female,No,Yes,No,London,dry,Healthy,2024-01-05,49.62,Unknown,45.0,32.56,b,43.0,22.44,D,6.0,42.87,b,24.0,31.88, ,98.0,60.01,A,95.0,26.87, ,17.0,43.87,A,54.0,76.57,a,8.0,18.8,A,98.0,65.27,D,37.0,57.34,D
2592,Tiger,Scottish Fold,6,6.89,black ,M,Y,YES,,New York,dry,,2024/01/05,29.44,C,12.0,70.01,a,13.0,62.6,D,55.0,81.21,Unknown,,52.56,Unknown,63.0,76.5,A,23.0,60.97,a,49.0,57.1, ,19.0,44.28,B,66.0,20.11,Unknown,20.0,37.77,b,94.0,54.13,a
2593,Shadow,Unknown,0,6.21, WHITE,M,Y,No,,Paris,dry,SICK,2024/01/05,37.16,Unknown,2.0,57.05, ,37.0,34.92,D,,65.12,C,6.0,58.2, ,2.0,57.46,C,9.0,unknown,C,14.0,52.37,Unknown,,57.55,C,6.0,38.61,A,29.0,65.07, ,,57.58,B
2594,Chloe, Persian,8,7.18,Black,Unknown,Yes,NO,Yes,London,wet,healthy,05/01/2024,56.79,C,3.0,35.53,D,25.0,39.31,C,40.0,55.07,a,0.0,90.69,B,60.0,36.37,C,53.0,unknown,C,,53.17,b,14.0,49.03,A,77.0,57.21,D,39.0,88.96,b,74.0,30.29,C
2595,Leo,BENGAL,4,7.33,Black,Female,N,No,Unknown,New York,wet,Checkup Needed,,66.81,D,86.0,unknown,Unknown,,50.33,B,66.0,86.27, ,66.0,113.16,b,61.0,32.53, ,83.0,58.93,D,55.0,53.74,C,62.0,69.54,C,18.0,49.74,A,68.0,44.23,A,14.0,30.05,C
2596,Loki,ABYSSINIAN,-2,4.93,Gray,Unknown,yes,,Yes,Toronto,dry,healthy,05/01/2024,40.99,C,50.0,41.56,A,21.0,69.34,A,66.0,61.94,C,,44.33,A,1.0,12.87,C,30.0,52.27,D,71.0,74.41,C,3.0,50.31,Unknown,25.0,7.18,b,96.0,62.86,b,60.0,64.54,a
2597,Loki,sphynx,2,5.7, WHITE,F,No,No,No, london,dry,SICK,Jan 5 2024,57.43,A,82.0,44.44,C,37.0,68.55,B,47.0,0.08,a,91.0,17.43,A,13.0,65.84, ,94.0,49.45,C,,39.14, ,70.0,54.07, ,62.0,35.02,A,60.0,33.89, ,64.0,66.5,A
2598,Milo,British Shorthair ,2,4.63,White,Female,Y,Yes,Unknown, london,Wet,Healthy,05/01/2024,32.92,B,93.0,42.12,C,61.0,55.22,B,57.0,33.26,a,91.0,54.62,Unknown,3.0,91.33, ,37.0,84.09,a,40.0,22.06,C,95.0,54.46,b,87.0,34.75,B,67.0,60.49,a,92.0,48.02,a
2599,Leo, Scottish Fold,10,5.72,Black,Female,,NO,No,New York,wet,Healthy,2024-01-05,27.5,Unknown,23.0,63.16,C,60.0,43.75,Unknown,50.0,57.96,D,,46.35,a,80.0,43.72,a,38.0,60.07,C,89.0,58.5, ,28.0,18.45,b,53.0,37.66,C,41.0,61.05,a,0.0,42.48,Unknown
2600,Shadow,SPHYNX,-2,4.65,Orange,male,no,,No, london,,Sick,,46.04,C,13.0,36.55, ,9.0,34.03,Unknown,52.0,38.67,b,35.0,64.35,b,41.0,40.48,C,71.0,52.84,B,,65.12,C,83.0,56.46,B,64.0,34.29,C,65.0,52.42,a,4.0,81.3,b
2601,Bella,,17,5.12, WHITE,M,yes,,Yes,Sydney,,Sick,2024-01-05,48.21,Unknown,12.0,55.95,Unknown,47.0,32.41,D,65.0,37.94,C,78.0,31.23,C,87.0,47.02,B,59.0,30.99,Unknown,12.0,72.63,C,,25.39, ,53.0,15.46,B,26.0,38.53,b,69.0,21.04,b
2602,Milo,Sphynx,1,5.05,,female,N,YES,Unknown,London,Wet,Checkup Needed,05/01/2024,43.56,b,,46.55,a,,111.67,b,70.0,71.02,Unknown,,64.24,b,25.0,49.45,B,68.0,40.63,B,82.0,15.19,Unknown,33.0,50.49,B,98.0,64.75,a,47.0,39.78,a,91.0,56.43, 
2603,Smokey,Unknown,20,4.34,White,,,Yes,No,,Wet,,,error,A,90.0,64.56, ,58.0,69.7,Unknown,89.0,51.33,a,,46.35,D,35.0,44.95,D,77.0,80.48,C,74.0,62.54,C,52.0,20.38,C,26.0,62.14,A,78.0,93.86,A,55.0,44.57,B
